# seed = 9, gamma = 1.0, beta = 0.93, dee = 1.0, dcc = 25.0, dec = 50.0, dsCnd = 150.0, dLocalhost = 0.02, hostBroker = CLOUD 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 57.57 0.2 376 57.57 0.2 14874 3084.65 0.27 14874 3084.65 0.27 370 72.11 0.27 370 72.11 0.27 21 10 279 21 10 279 18.9 21.0 19.5 0.9
1800.0 356 58.29 0.36 732 115.86 0.36 15157 139382.67 19.26 30031 142467.33 19.26 352 2885.61 19.26 722 2957.72 19.26 21 10 279 42 20 558 18.8 21.0 18.91 0.01
2700.0 310 57.46 0.2 1042 173.32 0.36 14813 3115.85 0.28 44844 145583.18 19.26 310 72.77 0.28 1032 3030.49 19.26 21 10 279 63 30 837 17.7 21.0 18.44 0.05
3600.0 310 57.46 0.2 1352 230.78 0.36 14809 3115.89 0.28 59653 148699.07 19.26 310 72.77 0.28 1342 3103.26 19.26 21 10 279 84 40 1116 17.6 21.0 18.24 0.08
4500.0 376 57.6 0.2 1728 288.37 0.36 14865 3115.86 0.28 74518 151814.93 19.26 370 72.77 0.28 1712 3176.03 19.26 21 10 279 105 50 1395 17.6 21.0 18.24 0.08
5400.0 356 58.3 0.36 2084 346.67 0.36 15191 9115.07 19.36 89709 160930.0 19.36 352 92.2 19.36 2064 3268.23 19.36 21 10 279 126 60 1674 17.6 21.0 18.24 0.08
6300.0 310 57.47 0.2 2394 404.14 0.36 14879 3138.87 0.28 104588 164068.87 19.36 310 73.11 0.28 2374 3341.33 19.36 21 10 279 147 70 1953 17.6 21.0 18.25 0.07
7200.0 310 57.47 0.2 2704 461.6 0.36 14882 3138.94 0.28 119470 167207.8 19.36 310 73.11 0.28 2684 3414.44 19.36 21 10 279 168 80 2232 17.6 21.0 18.27 0.06
8100.0 376 57.61 0.2 3080 519.21 0.36 14942 3138.88 0.28 134412 170346.68 19.36 370 73.11 0.28 3054 3487.55 19.36 21 10 279 189 90 2511 17.6 21.0 18.27 0.06
9000.0 356 58.3 0.36 3436 577.51 0.36 15215 9114.86 19.32 149627 179461.54 19.36 352 92.27 19.32 3406 3579.81 19.36 21 10 279 210 100 2790 17.6 21.0 18.27 0.06
9900.0 310 57.46 0.21 3746 634.97 0.36 14846 3125.23 0.28 164473 182586.78 19.36 310 72.88 0.28 3716 3652.7 19.36 21 10 279 231 110 3069 17.6 21.0 18.25 0.06
10800.0 310 57.46 0.21 4056 692.43 0.36 14851 3125.24 0.28 179324 185712.02 19.36 310 72.88 0.28 4026 3725.58 19.36 21 10 279 252 120 3348 17.6 21.0 18.17 0.08
11700.0 376 57.6 0.21 4432 750.03 0.36 14911 3125.24 0.28 194235 188837.26 19.36 370 72.89 0.28 4396 3798.46 19.36 21 10 279 273 130 3627 17.6 21.0 18.17 0.08
