# seed = 4, gamma = 1.0, beta = 0.95, dee = 1.0, dcc = 25.0, dec = 50.0, dsCnd = 150.0, dLocalhost = 0.02, hostBroker = CLOUD 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 58.67 0.2 376 58.67 0.2 15178 3250.12 0.28 15178 3250.12 0.28 370 72.65 0.28 370 72.65 0.28 15 10 285 15 10 285 18.9 21.0 19.37 0.77
1800.0 356 59.39 0.36 732 118.05 0.36 15458 147580.75 19.65 30636 150830.87 19.65 352 3001.41 19.65 722 3074.05 19.65 15 10 285 30 20 570 18.7 21.0 18.9 0.01
2700.0 310 58.56 0.21 1042 176.61 0.36 15115 3285.56 0.29 45751 154116.43 19.65 310 73.37 0.29 1032 3147.42 19.65 15 10 285 45 30 855 17.6 21.0 18.31 0.08
3600.0 310 58.56 0.21 1352 235.16 0.36 15112 3285.54 0.29 60863 157401.96 19.65 310 73.37 0.29 1342 3220.79 19.65 15 10 285 60 40 1140 17.6 21.0 18.24 0.07
4500.0 376 58.69 0.21 1728 293.86 0.36 15171 3285.56 0.29 76034 160687.53 19.65 370 73.37 0.29 1712 3294.17 19.65 15 10 285 75 50 1425 17.6 21.0 18.24 0.07
5400.0 356 59.39 0.36 2084 353.25 0.36 15473 9387.41 19.69 91507 170074.94 19.69 352 93.09 19.69 2064 3387.26 19.69 15 10 285 90 60 1710 17.6 21.0 18.24 0.07
6300.0 310 58.56 0.21 2394 411.81 0.36 15139 3296.36 0.29 106646 173371.29 19.69 310 73.51 0.29 2374 3460.76 19.69 15 10 285 105 70 1995 17.6 21.0 18.24 0.07
7200.0 310 58.56 0.21 2704 470.37 0.36 15137 3296.33 0.29 121783 176667.62 19.69 310 73.51 0.29 2684 3534.27 19.69 15 10 285 120 80 2280 17.6 21.0 18.26 0.06
8100.0 376 58.7 0.21 3080 529.07 0.36 15194 3296.36 0.29 136977 179963.98 19.69 370 73.51 0.29 3054 3607.78 19.69 15 10 285 135 90 2565 17.6 21.0 18.26 0.06
9000.0 356 59.39 0.36 3436 588.46 0.36 15492 9396.75 19.72 152469 189360.73 19.72 352 93.08 19.72 3406 3700.86 19.72 15 10 285 150 100 2850 17.6 21.0 18.26 0.06
9900.0 310 58.56 0.21 3746 647.02 0.36 15156 3294.15 0.29 167625 192654.89 19.72 310 73.44 0.29 3716 3774.29 19.72 15 10 285 165 110 3135 17.6 21.0 18.23 0.06
10800.0 310 58.56 0.21 4056 705.57 0.36 15161 3294.15 0.29 182786 195949.04 19.72 310 73.43 0.29 4026 3847.73 19.72 15 10 285 180 120 3420 17.6 21.0 18.16 0.07
