# seed = 10, gamma = 1.0, beta = 0.99, dee = 1.0, dcc = 25.0, dec = 50.0, dsCnd = 150.0, dLocalhost = 0.02, hostBroker = CLOUD 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 60.8 0.2 376 60.8 0.2 15323 3532.58 0.29 15323 3532.58 0.29 370 76.08 0.29 370 76.08 0.29 3 10 297 3 10 297 18.9 21.0 19.36 0.76
1800.0 356 61.52 0.36 732 122.32 0.36 15610 151164.14 19.82 30933 154696.72 19.82 352 3051.23 19.82 722 3127.3 19.82 3 10 297 6 20 594 18.6 18.9 18.9 0.0
2700.0 310 60.69 0.21 1042 183.01 0.36 15266 3580.26 0.3 46199 158276.98 19.82 310 77.06 0.3 1032 3204.36 19.82 3 10 297 9 30 891 17.7 18.9 18.41 0.03
3600.0 310 60.69 0.21 1352 243.7 0.36 15265 3580.32 0.3 61464 161857.31 19.82 310 77.06 0.3 1342 3281.42 19.82 3 10 297 12 40 1188 17.6 18.7 18.22 0.05
4500.0 376 60.83 0.21 1728 304.53 0.36 15321 3580.26 0.3 76785 165437.57 19.82 370 77.06 0.3 1712 3358.47 19.82 3 10 297 15 50 1485 17.6 18.7 18.22 0.05
5400.0 356 61.53 0.36 2084 366.07 0.36 15631 9741.49 19.87 92416 175179.06 19.87 352 96.97 19.87 2064 3455.44 19.87 3 10 297 18 60 1782 17.6 18.7 18.22 0.05
6300.0 310 60.7 0.21 2394 426.76 0.36 15301 3601.26 0.3 107717 178780.32 19.87 310 77.37 0.3 2374 3532.82 19.87 3 10 297 21 70 2079 17.6 18.7 18.22 0.05
7200.0 310 60.7 0.21 2704 487.46 0.36 15304 3601.25 0.3 123021 182381.57 19.87 310 77.37 0.3 2684 3610.18 19.87 3 10 297 24 80 2376 17.6 18.7 18.24 0.04
8100.0 376 60.84 0.21 3080 548.3 0.36 15360 3601.27 0.3 138381 185982.85 19.87 370 77.37 0.3 3054 3687.56 19.87 3 10 297 27 90 2673 17.6 18.7 18.24 0.04
9000.0 356 61.53 0.36 3436 609.83 0.36 15642 9745.39 19.86 154023 195728.24 19.87 352 97.03 19.86 3406 3784.58 19.87 3 10 297 30 100 2970 17.6 18.7 18.24 0.04
9900.0 310 60.69 0.21 3746 670.52 0.36 15283 3587.34 0.3 169306 199315.58 19.87 310 77.12 0.3 3716 3861.7 19.87 3 10 297 33 110 3267 17.6 18.7 18.22 0.04
10800.0 310 60.69 0.21 4056 731.21 0.36 15296 3587.39 0.3 184602 202902.97 19.87 310 77.11 0.3 4026 3938.81 19.87 3 10 297 36 120 3564 17.6 18.7 18.14 0.04
11700.0 376 60.83 0.21 4432 792.04 0.36 15354 3587.35 0.3 199956 206490.32 19.87 370 77.12 0.3 4396 4015.93 19.87 3 10 297 39 130 3861 17.6 18.7 18.14 0.04
12600.0 354 61.47 0.36 4786 853.51 0.36 15319 3593.3 0.3 215275 210083.63 19.87 350 77.23 0.3 4746 4093.17 19.87 3 10 297 42 140 4158 17.6 18.7 18.14 0.04
13500.0 310 60.69 0.21 5096 914.21 0.36 15244 3593.15 0.3 230519 213676.77 19.87 310 77.24 0.3 5056 4170.41 19.87 3 10 297 45 150 4455 17.6 18.7 18.13 0.04
14400.0 310 60.69 0.21 5406 974.9 0.36 15242 3593.1 0.3 245761 217269.87 19.87 310 77.23 0.3 5366 4247.64 19.87 3 10 297 48 160 4752 17.6 18.7 18.12 0.04
15300.0 376 60.84 0.21 5782 1035.74 0.36 15302 3593.15 0.3 261063 220863.02 19.87 370 77.24 0.3 5736 4324.89 19.87 3 10 297 51 170 5049 17.6 18.7 18.12 0.04
16200.0 354 61.47 0.36 6136 1097.21 0.36 15273 3593.23 0.3 276336 224456.25 19.87 350 77.24 0.3 6086 4402.13 19.87 3 10 297 54 180 5346 17.6 18.7 18.12 0.04
17100.0 310 60.69 0.21 6446 1157.9 0.36 15242 3583.45 0.3 291578 228039.69 19.87 310 77.05 0.3 6396 4479.17 19.87 3 10 297 57 190 5643 17.6 18.7 18.1 0.03
18000.0 310 60.69 0.21 6756 1218.58 0.36 15244 3583.46 0.3 306822 231623.15 19.87 310 77.04 0.3 6706 4556.21 19.87 3 10 297 60 200 5940 17.6 18.6 18.09 0.04
18900.0 376 60.83 0.21 7132 1279.41 0.36 15302 3583.45 0.3 322124 235206.6 19.87 370 77.05 0.3 7076 4633.26 19.87 3 10 297 63 210 6237 17.6 18.6 18.09 0.04
19800.0 354 61.46 0.36 7486 1340.88 0.36 15272 3584.69 0.3 337396 238791.29 19.87 350 77.07 0.3 7426 4710.32 19.87 3 10 297 66 220 6534 17.6 18.6 18.09 0.04
20700.0 310 60.69 0.21 7796 1401.57 0.36 15240 3589.33 0.3 352636 242380.63 19.87 310 77.17 0.3 7736 4787.49 19.87 3 10 297 69 230 6831 17.6 18.6 18.06 0.03
21600.0 310 60.69 0.21 8106 1462.26 0.36 15240 3589.35 0.3 367876 245969.97 19.87 310 77.16 0.3 8046 4864.65 19.87 3 10 297 72 240 7128 17.6 18.6 18.06 0.03
22500.0 376 60.83 0.21 8482 1523.09 0.36 15299 3589.33 0.3 383175 249559.31 19.87 370 77.17 0.3 8416 4941.82 19.87 3 10 297 75 250 7425 17.6 18.6 18.06 0.03
23400.0 354 61.47 0.36 8836 1584.56 0.36 15266 3592.97 0.3 398441 253152.28 19.87 350 77.23 0.3 8766 5019.05 19.87 3 10 297 78 260 7722 17.6 18.6 18.06 0.03
24300.0 310 60.7 0.21 9146 1645.26 0.36 15233 3597.13 0.3 413674 256749.4 19.87 310 77.32 0.3 9076 5096.37 19.87 3 10 297 81 270 8019 17.6 18.6 18.04 0.03
25200.0 310 60.7 0.21 9456 1705.96 0.36 15239 3597.09 0.3 428913 260346.49 19.87 310 77.32 0.3 9386 5173.69 19.87 3 10 297 84 280 8316 17.5 18.6 18.03 0.03
26100.0 376 60.84 0.21 9832 1766.8 0.36 15298 3597.13 0.3 444211 263943.62 19.87 370 77.33 0.3 9756 5251.01 19.87 3 10 297 87 290 8613 17.5 18.6 18.03 0.03
27000.0 354 61.47 0.36 10186 1828.28 0.36 15264 3597.09 0.3 459475 267540.71 19.87 350 77.32 0.3 10106 5328.33 19.87 3 10 297 90 300 8910 17.5 18.6 18.03 0.03
27900.0 310 60.69 0.21 10496 1888.97 0.36 15229 3593.36 0.3 474704 271134.07 19.87 310 77.25 0.3 10416 5405.58 19.87 3 10 297 93 310 9207 17.5 18.6 18.0 0.03
28800.0 310 60.69 0.21 10806 1949.66 0.36 15237 3593.4 0.3 489941 274727.48 19.87 310 77.24 0.3 10726 5482.82 19.87 3 10 297 96 320 9504 17.5 18.6 17.99 0.03
29700.0 376 60.84 0.21 11182 2010.5 0.36 15294 3593.36 0.3 505235 278320.84 19.87 370 77.25 0.3 11096 5560.07 19.87 3 10 297 99 330 9801 17.5 18.6 17.99 0.03
30600.0 354 61.47 0.36 11536 2071.97 0.36 15260 3593.41 0.3 520495 281914.24 19.87 350 77.24 0.3 11446 5637.31 19.87 3 10 297 102 340 10098 17.5 18.6 17.99 0.03
31500.0 310 60.7 0.21 11846 2132.67 0.36 15229 3597.12 0.3 535724 285511.37 19.87 310 77.32 0.3 11756 5714.63 19.87 3 10 297 105 350 10395 17.4 18.6 17.96 0.03
32400.0 310 60.7 0.21 12156 2193.37 0.36 15236 3597.09 0.3 550960 289108.46 19.87 310 77.32 0.3 12066 5791.95 19.87 3 10 297 108 360 10692 17.4 18.5 17.95 0.03
33300.0 376 60.84 0.21 12532 2254.21 0.36 15296 3597.13 0.3 566256 292705.58 19.87 370 77.33 0.3 12436 5869.27 19.87 3 10 297 111 370 10989 17.4 18.5 17.95 0.03
34200.0 354 61.47 0.36 12886 2315.68 0.36 15256 3597.09 0.3 581512 296302.68 19.87 350 77.32 0.3 12786 5946.59 19.87 3 10 297 114 380 11286 17.4 18.5 17.95 0.03
35100.0 310 60.7 0.21 13196 2376.38 0.36 15227 3597.13 0.3 596739 299899.8 19.87 310 77.32 0.3 13096 6023.91 19.87 3 10 297 117 390 11583 17.4 18.5 17.92 0.03
36000.0 310 60.7 0.21 13506 2437.08 0.36 15233 3597.09 0.3 611972 303496.89 19.87 310 77.32 0.3 13406 6101.23 19.87 3 10 297 120 400 11880 17.4 18.5 17.91 0.03
36900.0 376 60.84 0.21 13882 2497.92 0.36 15293 3597.13 0.3 627265 307094.02 19.87 370 77.33 0.3 13776 6178.55 19.87 3 10 297 123 410 12177 17.4 18.5 17.91 0.03
37800.0 354 61.47 0.36 14236 2559.39 0.36 15246 3589.24 0.3 642511 310683.27 19.87 350 77.16 0.3 14126 6255.71 19.87 3 10 297 126 420 12474 17.4 18.5 17.91 0.03
38700.0 310 60.69 0.21 14546 2620.08 0.36 15226 3589.2 0.3 657737 314272.47 19.87 310 77.16 0.3 14436 6332.87 19.87 3 10 297 129 430 12771 17.3 18.5 17.88 0.03
39600.0 310 60.69 0.21 14856 2680.77 0.36 15235 3589.24 0.3 672972 317861.71 19.87 310 77.15 0.3 14746 6410.03 19.87 3 10 297 132 440 13068 17.3 18.5 17.87 0.04
40500.0 376 60.83 0.21 15232 2741.6 0.36 15291 3589.2 0.3 688263 321450.91 19.87 370 77.16 0.3 15116 6487.19 19.87 3 10 297 135 450 13365 17.3 18.5 17.87 0.04
41400.0 354 61.47 0.36 15586 2803.08 0.36 15248 3597.09 0.3 703511 325048.0 19.87 350 77.32 0.3 15466 6564.51 19.87 3 10 297 138 460 13662 17.3 18.5 17.87 0.04
42300.0 310 60.69 0.21 15896 2863.77 0.36 15217 3592.93 0.3 718728 328640.93 19.87 310 77.24 0.3 15776 6641.74 19.87 3 10 297 141 470 13959 17.3 18.5 17.84 0.04
43200.0 310 60.69 0.21 16206 2924.47 0.36 15226 3592.97 0.3 733954 332233.89 19.87 310 77.23 0.3 16086 6718.98 19.87 3 10 297 144 480 14256 17.3 18.4 17.83 0.05
44100.0 376 60.84 0.21 16582 2985.3 0.36 15286 3592.93 0.3 749240 335826.82 19.87 370 77.24 0.3 16456 6796.22 19.87 3 10 297 147 490 14553 17.2 18.4 17.83 0.05
45000.0 354 61.47 0.36 16936 3046.78 0.36 15244 3592.97 0.3 764484 339419.79 19.87 350 77.23 0.3 16806 6873.45 19.87 3 10 297 150 500 14850 17.2 18.4 17.83 0.05
45900.0 310 60.69 0.21 17246 3107.47 0.36 15217 3591.73 0.3 779701 343011.52 19.87 310 77.21 0.3 17116 6950.66 19.87 3 10 297 153 510 15147 17.2 18.5 17.8 0.05
