# seed = 10, gamma = 1.0, beta = 0.94, dee = 1.0, dcc = 25.0, dec = 50.0, dsCnd = 150.0, dLocalhost = 0.02, hostBroker = CLOUD 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 58.13 0.2 376 58.13 0.2 15323 3320.12 0.28 15323 3320.12 0.28 370 74.33 0.28 370 74.33 0.28 18 10 282 18 10 282 18.9 21.0 19.35 0.75
1800.0 356 58.85 0.36 732 116.98 0.36 15610 151168.2 19.82 30933 154488.31 19.82 352 3054.06 19.82 722 3128.39 19.82 18 10 282 36 20 564 18.6 18.9 18.9 0.0
2700.0 310 58.02 0.2 1042 175.01 0.36 15266 3363.29 0.29 46199 157851.61 19.82 310 75.21 0.29 1032 3203.6 19.82 18 10 282 54 30 846 17.7 18.9 18.4 0.03
3600.0 310 58.02 0.2 1352 233.03 0.36 15265 3363.29 0.29 61464 161214.89 19.82 310 75.21 0.29 1342 3278.81 19.82 18 10 282 72 40 1128 17.6 18.7 18.22 0.05
4500.0 376 58.16 0.2 1728 291.2 0.36 15321 3363.3 0.29 76785 164578.19 19.82 370 75.22 0.29 1712 3354.03 19.82 18 10 282 90 50 1410 17.6 18.7 18.22 0.05
5400.0 356 58.86 0.36 2084 350.06 0.36 15631 9521.51 19.87 92416 174099.7 19.87 352 95.12 19.87 2064 3449.14 19.87 18 10 282 108 60 1692 17.6 18.7 18.22 0.05
6300.0 310 58.03 0.21 2394 408.09 0.36 15301 3377.6 0.29 107717 177477.3 19.87 310 75.4 0.29 2374 3524.54 19.87 18 10 282 126 70 1974 17.6 18.7 18.22 0.05
7200.0 310 58.03 0.21 2704 466.12 0.36 15304 3377.64 0.29 123021 180854.94 19.87 310 75.39 0.29 2684 3599.93 19.87 18 10 282 144 80 2256 17.6 18.7 18.24 0.04
8100.0 376 58.17 0.21 3080 524.29 0.36 15360 3377.61 0.29 138381 184232.55 19.87 370 75.4 0.29 3054 3675.33 19.87 18 10 282 162 90 2538 17.6 18.7 18.24 0.04
9000.0 356 58.86 0.36 3436 583.15 0.36 15642 9519.94 19.86 154023 193752.49 19.87 352 95.06 19.86 3406 3770.38 19.87 18 10 282 180 100 2820 17.6 18.7 18.24 0.04
9900.0 310 58.02 0.21 3746 641.17 0.36 15283 3370.09 0.29 169306 197122.58 19.87 310 75.28 0.29 3716 3845.66 19.87 18 10 282 198 110 3102 17.6 18.7 18.22 0.04
10800.0 310 58.02 0.21 4056 699.19 0.36 15296 3370.09 0.29 184602 200492.67 19.87 310 75.26 0.29 4026 3920.92 19.87 18 10 282 216 120 3384 17.6 18.7 18.14 0.04
11700.0 376 58.17 0.21 4432 757.36 0.36 15354 3370.1 0.29 199956 203862.77 19.87 370 75.28 0.29 4396 3996.2 19.87 18 10 282 234 130 3666 17.6 18.7 18.14 0.04
12600.0 354 58.8 0.36 4786 816.16 0.36 15319 3376.17 0.29 215275 207238.95 19.87 350 75.4 0.29 4746 4071.6 19.87 18 10 282 252 140 3948 17.6 18.7 18.14 0.04
13500.0 310 58.03 0.21 5096 874.19 0.36 15244 3375.58 0.29 230519 210614.53 19.87 310 75.41 0.29 5056 4147.0 19.87 18 10 282 270 150 4230 17.6 18.7 18.13 0.04
14400.0 310 58.03 0.21 5406 932.21 0.36 15242 3375.37 0.29 245761 213989.9 19.87 310 75.39 0.29 5366 4222.4 19.87 18 10 282 288 160 4512 17.6 18.7 18.12 0.04
15300.0 376 58.17 0.21 5782 990.38 0.36 15302 3375.39 0.29 261063 217365.29 19.87 370 75.41 0.29 5736 4297.81 19.87 18 10 282 306 170 4794 17.6 18.7 18.12 0.04
16200.0 354 58.8 0.36 6136 1049.18 0.36 15273 3374.43 0.29 276336 220739.72 19.87 350 75.38 0.29 6086 4373.18 19.87 18 10 282 324 180 5076 17.6 18.7 18.12 0.04
17100.0 310 58.02 0.2 6446 1107.2 0.36 15242 3365.39 0.29 291578 224105.11 19.87 310 75.2 0.29 6396 4448.38 19.87 18 10 282 342 190 5358 17.6 18.7 18.1 0.03
18000.0 310 58.02 0.2 6756 1165.22 0.36 15244 3365.55 0.29 306822 227470.66 19.87 310 75.19 0.29 6706 4523.57 19.87 18 10 282 360 200 5640 17.6 18.6 18.09 0.04
18900.0 376 58.16 0.2 7132 1223.39 0.36 15302 3365.59 0.29 322124 230836.25 19.87 370 75.2 0.29 7076 4598.78 19.87 18 10 282 378 210 5922 17.6 18.6 18.09 0.04
19800.0 354 58.8 0.36 7486 1282.18 0.36 15272 3365.85 0.29 337396 234202.1 19.87 350 75.19 0.29 7426 4673.97 19.87 18 10 282 396 220 6204 17.6 18.6 18.09 0.04
20700.0 310 58.02 0.21 7796 1340.2 0.36 15240 3370.84 0.29 352636 237572.94 19.87 310 75.31 0.29 7736 4749.28 19.87 18 10 282 414 230 6486 17.6 18.6 18.06 0.03
21600.0 310 58.02 0.21 8106 1398.23 0.36 15240 3370.63 0.29 367876 240943.57 19.87 310 75.3 0.29 8046 4824.57 19.87 18 10 282 432 240 6768 17.6 18.6 18.06 0.03
22500.0 376 58.17 0.21 8482 1456.39 0.36 15299 3370.64 0.29 383175 244314.21 19.87 370 75.31 0.29 8416 4899.88 19.87 18 10 282 450 250 7050 17.6 18.6 18.06 0.03
