# seed = 1, gamma = 1.0, beta = 0.4, dee = 1.0, dcc = 25.0, dec = 50.0, dsCnd = 150.0, dLocalhost = 0.02, hostBroker = CLOUD 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 29.25 0.2 376 29.25 0.2 16501 1661.25 0.22 16501 1661.25 0.22 370 64.33 0.22 370 64.33 0.22 180 10 120 180 10 120 18.9 21.0 19.27 0.65
1800.0 356 29.97 0.36 732 59.23 0.36 16786 186916.35 21.33 33287 188577.59 21.33 352 3542.13 21.33 722 3606.46 21.33 180 10 120 360 20 240 18.9 18.9 18.9 0.0
2700.0 310 29.13 0.2 1042 88.36 0.36 16438 1677.06 0.23 49725 190254.65 21.33 310 64.64 0.23 1032 3671.1 21.33 180 10 120 540 30 360 17.6 18.9 18.26 0.05
3600.0 310 29.13 0.2 1352 117.49 0.36 16440 1677.43 0.23 66165 191932.08 21.33 310 64.64 0.23 1342 3735.74 21.33 180 10 120 720 40 480 17.6 18.7 18.21 0.05
4500.0 376 29.27 0.2 1728 146.76 0.36 16496 1676.86 0.23 82661 193608.94 21.33 370 64.64 0.23 1712 3800.37 21.33 180 10 120 900 50 600 17.6 18.7 18.21 0.05
5400.0 356 29.98 0.36 2084 176.74 0.36 16824 8288.85 21.43 99485 201897.79 21.43 352 86.1 21.43 2064 3886.47 21.43 180 10 120 1080 60 720 17.6 18.7 18.21 0.05
6300.0 310 29.14 0.2 2394 205.87 0.36 16514 1688.24 0.23 115999 203586.03 21.43 310 64.79 0.23 2374 3951.27 21.43 180 10 120 1260 70 840 17.6 18.7 18.22 0.04
7200.0 310 29.14 0.2 2704 235.01 0.36 16516 1688.46 0.23 132515 205274.49 21.43 310 64.79 0.23 2684 4016.06 21.43 180 10 120 1440 80 960 17.6 18.7 18.23 0.04
8100.0 376 29.28 0.2 3080 264.29 0.36 16574 1688.46 0.23 149089 206962.95 21.43 370 64.8 0.23 3054 4080.86 21.43 180 10 120 1620 90 1080 17.6 18.7 18.23 0.04
9000.0 356 29.98 0.36 3436 294.27 0.36 16855 8288.29 21.42 165944 215251.24 21.43 352 86.11 21.42 3406 4166.97 21.43 180 10 120 1800 100 1200 17.6 18.7 18.23 0.04
9900.0 310 29.13 0.2 3746 323.4 0.36 16499 1683.65 0.23 182443 216934.89 21.43 310 64.69 0.23 3716 4231.66 21.43 180 10 120 1980 110 1320 17.6 18.7 18.22 0.04
10800.0 310 29.13 0.2 4056 352.53 0.36 16502 1683.71 0.23 198945 218618.6 21.43 310 64.7 0.23 4026 4296.36 21.43 180 10 120 2160 120 1440 17.6 18.7 18.13 0.04
11700.0 376 29.28 0.2 4432 381.81 0.36 16561 1683.66 0.23 215506 220302.26 21.43 370 64.69 0.23 4396 4361.05 21.43 180 10 120 2340 130 1560 17.6 18.7 18.13 0.04
12600.0 354 29.91 0.36 4786 411.72 0.36 16521 1684.04 0.23 232027 221986.3 21.43 350 64.74 0.23 4746 4425.79 21.43 180 10 120 2520 140 1680 17.6 18.7 18.13 0.04
13500.0 310 29.14 0.2 5096 440.85 0.36 16437 1679.01 0.23 248464 223665.31 21.43 310 64.74 0.23 5056 4490.53 21.43 180 10 120 2700 150 1800 17.6 18.7 18.13 0.04
14400.0 310 29.14 0.2 5406 469.99 0.36 16435 1678.84 0.23 264899 225344.15 21.43 310 64.74 0.23 5366 4555.27 21.43 180 10 120 2880 160 1920 17.6 18.7 18.12 0.04
15300.0 376 29.28 0.2 5782 499.27 0.36 16495 1678.81 0.23 281394 227022.96 21.43 370 64.74 0.23 5736 4620.01 21.43 180 10 120 3060 170 2040 17.6 18.7 18.12 0.04
16200.0 354 29.91 0.36 6136 529.18 0.36 16470 1676.89 0.23 297864 228699.85 21.43 350 64.72 0.23 6086 4684.73 21.43 180 10 120 3240 180 2160 17.6 18.7 18.12 0.04
17100.0 310 29.13 0.2 6446 558.31 0.36 16433 1675.4 0.23 314297 230375.25 21.43 310 64.67 0.23 6396 4749.4 21.43 180 10 120 3420 190 2280 17.6 18.7 18.1 0.03
18000.0 310 29.13 0.2 6756 587.44 0.36 16437 1676.2 0.23 330734 232051.45 21.43 310 64.68 0.23 6706 4814.08 21.43 180 10 120 3600 200 2400 17.6 18.6 18.09 0.04
18900.0 376 29.27 0.2 7132 616.71 0.36 16497 1676.2 0.23 347231 233727.66 21.43 370 64.68 0.23 7076 4878.76 21.43 180 10 120 3780 210 2520 17.6 18.6 18.09 0.04
19800.0 354 29.91 0.36 7486 646.62 0.36 16471 1677.09 0.23 363702 235404.75 21.43 350 64.71 0.23 7426 4943.46 21.43 180 10 120 3960 220 2640 17.6 18.6 18.09 0.04
20700.0 310 29.13 0.2 7796 675.75 0.36 16435 1677.06 0.23 380137 237081.81 21.43 310 64.7 0.23 7736 5008.16 21.43 180 10 120 4140 230 2760 17.6 18.6 18.07 0.03
21600.0 310 29.13 0.2 8106 704.88 0.36 16438 1677.09 0.23 396575 238758.9 21.43 310 64.71 0.23 8046 5072.87 21.43 180 10 120 4320 240 2880 17.6 18.6 18.06 0.03
22500.0 376 29.28 0.2 8482 734.16 0.36 16497 1676.86 0.23 413072 240435.77 21.43 370 64.7 0.23 8416 5137.57 21.43 180 10 120 4500 250 3000 17.6 18.6 18.06 0.03
23400.0 354 29.91 0.36 8836 764.07 0.36 16464 1677.11 0.23 429536 242112.87 21.43 350 64.74 0.23 8766 5202.3 21.43 180 10 120 4680 260 3120 17.6 18.6 18.06 0.03
24300.0 310 29.14 0.2 9146 793.21 0.36 16421 1678.33 0.23 445957 243791.2 21.43 310 64.76 0.23 9076 5267.06 21.43 180 10 120 4860 270 3240 17.5 18.6 18.05 0.03
25200.0 310 29.14 0.2 9456 822.34 0.36 16428 1678.76 0.23 462385 245469.96 21.43 310 64.76 0.23 9386 5331.83 21.43 180 10 120 5040 280 3360 17.5 18.6 18.02 0.03
26100.0 376 29.28 0.2 9832 851.62 0.36 16487 1678.53 0.23 478872 247148.49 21.43 370 64.76 0.23 9756 5396.59 21.43 180 10 120 5220 290 3480 17.5 18.6 18.02 0.03
27000.0 354 29.91 0.36 10186 881.54 0.36 16459 1677.56 0.23 495331 248826.05 21.43 350 64.77 0.23 10106 5461.35 21.43 180 10 120 5400 300 3600 17.5 18.6 18.02 0.03
27900.0 310 29.13 0.2 10496 910.67 0.36 16429 1677.54 0.23 511760 250503.59 21.43 310 64.72 0.23 10416 5526.08 21.43 180 10 120 5580 310 3720 17.5 18.6 18.0 0.03
28800.0 310 29.13 0.2 10806 939.81 0.36 16436 1678.17 0.23 528196 252181.77 21.43 310 64.73 0.23 10726 5590.81 21.43 180 10 120 5760 320 3840 17.5 18.6 17.99 0.03
29700.0 376 29.28 0.2 11182 969.08 0.36 16495 1677.94 0.23 544691 253859.71 21.43 370 64.73 0.23 11096 5655.53 21.43 180 10 120 5940 330 3960 17.5 18.6 17.99 0.03
30600.0 354 29.91 0.36 11536 998.99 0.36 16459 1675.98 0.23 561150 255535.69 21.43 350 64.73 0.23 11446 5720.27 21.43 180 10 120 6120 340 4080 17.5 18.6 17.99 0.03
31500.0 310 29.14 0.2 11846 1028.13 0.36 16426 1679.13 0.23 577576 257214.81 21.43 310 64.76 0.23 11756 5785.02 21.43 180 10 120 6300 350 4200 17.4 18.6 17.96 0.03
