# seed = 10, gamma = 0.0, beta = 1.0, dee = 1.0, dcc = 5.0, dec = 10.0, dsCnd = 50.0, dLocalhost = 0.02, hostBroker = EDGE 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 16.15 0.05 376 16.15 0.05 15323 1445.17 0.15 15323 1445.17 0.15 370 30.49 0.15 370 30.49 0.15 10 0 300 10 0 300 18.9 21.0 19.36 0.76
1800.0 356 16.87 0.36 732 33.03 0.36 15610 151438.57 19.67 30933 152883.74 19.67 352 3055.71 19.67 722 3086.2 19.67 10 0 300 20 0 600 18.6 18.9 18.9 0.0
2700.0 310 16.03 0.05 1042 49.06 0.36 15266 1499.96 0.15 46199 154383.7 19.67 310 31.57 0.15 1032 3117.77 19.67 10 0 300 30 0 900 17.7 18.9 18.42 0.03
3600.0 310 16.03 0.05 1352 65.09 0.36 15265 1500.0 0.15 61464 155883.7 19.67 310 31.57 0.15 1342 3149.34 19.67 10 0 300 40 0 1200 17.6 18.9 18.22 0.05
4500.0 376 16.17 0.05 1728 81.26 0.36 15321 1500.03 0.15 76785 157383.72 19.67 370 31.63 0.15 1712 3180.98 19.67 10 0 300 50 0 1500 17.6 18.7 18.22 0.05
5400.0 356 16.88 0.36 2084 98.15 0.36 15631 7617.29 19.72 92416 165001.02 19.72 352 51.37 19.72 2064 3232.35 19.72 10 0 300 60 0 1800 17.6 18.7 18.22 0.05
6300.0 310 16.03 0.05 2394 114.18 0.36 15301 1512.75 0.16 107717 166513.76 19.72 310 31.78 0.16 2374 3264.14 19.72 10 0 300 70 0 2100 17.6 18.7 18.22 0.05
7200.0 310 16.03 0.05 2704 130.22 0.36 15304 1512.77 0.16 123021 168026.54 19.72 310 31.78 0.16 2684 3295.92 19.72 10 0 300 80 0 2400 17.6 18.7 18.24 0.04
8100.0 376 16.18 0.05 3080 146.39 0.36 15360 1512.82 0.16 138381 169539.36 19.72 370 31.85 0.16 3054 3327.76 19.72 10 0 300 90 0 2700 17.6 18.7 18.24 0.04
9000.0 356 16.88 0.36 3436 163.27 0.36 15642 7612.34 19.71 154023 177151.7 19.72 352 51.31 19.71 3406 3379.08 19.72 10 0 300 100 0 3000 17.6 18.7 18.24 0.04
9900.0 310 16.03 0.05 3746 179.31 0.36 15283 1505.29 0.15 169306 178656.99 19.72 310 31.65 0.15 3716 3410.72 19.72 10 0 300 110 0 3300 17.6 18.7 18.22 0.04
10800.0 310 16.03 0.05 4056 195.34 0.36 15296 1505.27 0.15 184602 180162.26 19.72 310 31.64 0.15 4026 3442.36 19.72 10 0 300 120 0 3600 17.6 18.7 18.14 0.04
11700.0 376 16.17 0.05 4432 211.51 0.36 15354 1505.37 0.15 199956 181667.63 19.72 370 31.71 0.15 4396 3474.07 19.72 10 0 300 130 0 3900 17.6 18.7 18.14 0.04
12600.0 354 16.81 0.36 4786 228.32 0.36 15319 1512.22 0.15 215275 183179.84 19.72 350 31.82 0.15 4746 3505.89 19.72 10 0 300 140 0 4200 17.6 18.7 18.14 0.04
13500.0 310 16.03 0.05 5096 244.35 0.36 15244 1512.17 0.15 230519 184692.02 19.72 310 31.78 0.15 5056 3537.67 19.72 10 0 300 150 0 4500 17.6 18.7 18.13 0.04
14400.0 310 16.03 0.05 5406 260.39 0.36 15242 1512.18 0.15 245761 186204.19 19.72 310 31.78 0.15 5366 3569.45 19.72 10 0 300 160 0 4800 17.6 18.7 18.12 0.04
