# seed = 9, gamma = 0.33, beta = 0.66, dee = 10.0, dcc = 5.0, dec = 1000.0, dsCnd = 500.0, dLocalhost = 0.02, hostBroker = CLOUD 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 298.38 1.5 376 298.38 1.5 14874 14152.07 1.52 14874 14152.07 1.52 370 467.6 1.52 370 467.6 1.52 109 3 198 109 3 198 18.9 21.0 19.37 0.77
1800.0 356 299.1 1.5 732 597.48 1.5 15157 139929.92 20.56 30031 154081.98 20.56 352 3052.09 20.56 722 3519.69 20.56 109 3 198 218 6 396 18.9 21.0 18.91 0.03
2700.0 310 298.26 1.5 1042 895.75 1.5 14812 14170.46 1.53 44843 168252.44 20.56 310 467.97 1.53 1032 3987.66 20.56 109 3 198 327 9 594 17.7 21.0 18.39 0.07
3600.0 310 298.26 1.5 1352 1194.01 1.5 14809 14168.98 1.53 59652 182421.42 20.56 310 467.97 1.53 1342 4455.63 20.56 109 3 198 436 12 792 17.6 21.0 18.24 0.08
4500.0 376 298.39 1.5 1728 1492.4 1.5 14865 14166.5 1.53 74517 196587.92 20.56 370 468.0 1.53 1712 4923.63 20.56 109 3 198 545 15 990 17.6 21.0 18.24 0.08
5400.0 356 299.11 1.5 2084 1791.5 1.5 15191 20404.41 20.66 89708 216992.33 20.66 352 488.69 20.66 2064 5412.33 20.66 109 3 198 654 18 1188 17.6 21.0 18.24 0.08
6300.0 310 298.27 1.5 2394 2089.78 1.5 14880 14208.42 1.53 104588 231200.76 20.66 310 468.13 1.53 2374 5880.46 20.66 109 3 198 763 21 1386 17.6 21.0 18.25 0.07
7200.0 310 298.27 1.5 2704 2388.05 1.5 14882 14211.42 1.53 119470 245412.18 20.66 310 468.13 1.53 2684 6348.59 20.66 109 3 198 872 24 1584 17.6 21.0 18.27 0.06
8100.0 376 298.41 1.5 3080 2686.46 1.5 14942 14211.46 1.53 134412 259623.63 20.66 370 468.15 1.53 3054 6816.74 20.66 109 3 198 981 27 1782 17.6 21.0 18.27 0.06
9000.0 356 299.11 1.5 3436 2985.57 1.5 15214 20430.9 20.62 149626 280054.53 20.66 352 488.69 20.62 3406 7305.43 20.66 109 3 198 1090 30 1980 17.6 21.0 18.27 0.06
9900.0 310 298.26 1.5 3746 3283.83 1.5 14846 14182.42 1.53 164472 294236.95 20.66 310 468.0 1.53 3716 7773.42 20.66 109 3 198 1199 33 2178 17.6 21.0 18.25 0.06
10800.0 310 298.26 1.5 4056 3582.09 1.5 14851 14186.91 1.53 179323 308423.86 20.66 310 468.0 1.53 4026 8241.42 20.66 109 3 198 1308 36 2376 17.6 21.0 18.17 0.08
11700.0 376 298.41 1.5 4432 3880.5 1.5 14911 14186.93 1.53 194234 322610.79 20.66 370 468.02 1.53 4396 8709.44 20.66 109 3 198 1417 39 2574 17.6 21.0 18.17 0.08
12600.0 354 299.04 1.5 4786 4179.54 1.5 14870 14181.0 1.53 209104 336791.79 20.66 350 468.05 1.53 4746 9177.49 20.66 109 3 198 1526 42 2772 17.6 21.0 18.17 0.08
