# seed = 7, gamma = 0.66, beta = 0.66, dee = 10.0, dcc = 25.0, dec = 1000.0, dsCnd = 50.0, dLocalhost = 0.02, hostBroker = EDGE 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 118.89 1.0 376 118.89 1.0 14730 5720.98 1.05 14730 5720.98 1.05 370 313.65 1.02 370 313.65 1.02 106 6 198 106 6 198 18.9 21.0 19.44 0.85
1800.0 356 120.6 1.0 732 239.48 1.0 15019 163468.01 19.87 29749 169188.99 19.87 352 3620.75 19.87 722 3934.4 19.87 106 6 198 212 12 396 18.8 18.9 18.9 0.0
2700.0 310 118.77 1.0 1042 358.25 1.0 14671 5736.77 1.05 44420 174925.76 19.87 310 313.02 1.03 1032 4247.41 19.87 106 6 198 318 18 594 18.0 18.9 18.44 0.03
3600.0 310 118.77 1.0 1352 477.02 1.0 14671 5737.86 1.05 59091 180663.62 19.87 310 313.02 1.03 1342 4560.43 19.87 106 6 198 424 24 792 17.6 18.9 18.24 0.05
4500.0 376 118.76 1.0 1728 595.78 1.0 14725 5736.32 1.05 73816 186399.95 19.87 370 314.01 1.03 1712 4874.44 19.87 106 6 198 530 30 990 17.6 18.7 18.23 0.05
5400.0 356 120.61 1.0 2084 716.39 1.0 15046 11764.34 19.95 88862 198164.28 19.95 352 336.0 19.95 2064 5210.43 19.95 106 6 198 636 36 1188 17.6 18.7 18.23 0.05
6300.0 310 118.77 1.0 2394 835.17 1.0 14728 5782.72 1.05 103590 203947.0 19.95 310 313.11 1.03 2374 5523.55 19.95 106 6 198 742 42 1386 17.6 18.7 18.23 0.05
7200.0 310 118.77 1.0 2704 953.94 1.0 14728 5784.88 1.05 118318 209731.88 19.95 310 313.12 1.03 2684 5836.66 19.95 106 6 198 848 48 1584 17.6 18.7 18.25 0.04
8100.0 376 118.92 1.0 3080 1072.86 1.0 14788 5785.83 1.05 133106 215517.71 19.95 370 314.11 1.03 3054 6150.78 19.95 106 6 198 954 54 1782 17.6 18.7 18.25 0.04
9000.0 356 120.61 1.0 3436 1193.47 1.0 15077 11779.52 19.96 148183 227297.23 19.96 352 336.02 19.96 3406 6486.79 19.96 106 6 198 1060 60 1980 17.6 18.7 18.25 0.04
9900.0 310 118.77 1.0 3746 1312.24 1.0 14732 5794.77 1.05 162915 233092.0 19.96 310 313.15 1.03 3716 6799.94 19.96 106 6 198 1166 66 2178 17.6 18.7 18.23 0.04
10800.0 310 118.77 1.0 4056 1431.01 1.0 14737 5793.72 1.05 177652 238885.72 19.96 310 313.15 1.03 4026 7113.08 19.96 106 6 198 1272 72 2376 17.6 18.7 18.15 0.05
11700.0 376 118.91 1.0 4432 1549.92 1.0 14796 5794.73 1.05 192448 244680.45 19.96 370 314.15 1.03 4396 7427.23 19.96 106 6 198 1378 78 2574 17.6 18.7 18.15 0.05
