# seed = 9, gamma = 0.66, beta = 1.0, dee = 1.0, dcc = 5.0, dec = 10.0, dsCnd = 150.0, dLocalhost = 0.02, hostBroker = EDGE 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 46.66 0.16 376 46.66 0.16 14874 2703.33 0.24 14874 2703.33 0.24 370 59.47 0.24 370 59.47 0.24 4 6 300 4 6 300 18.9 21.0 19.5 0.9
1800.0 356 47.39 0.36 732 94.04 0.36 15157 139641.83 19.21 30031 142345.16 19.21 352 2887.1 19.21 722 2946.56 19.21 4 6 300 8 12 600 18.8 21.0 18.91 0.01
2700.0 310 46.55 0.16 1042 140.59 0.36 14813 2749.2 0.24 44844 145094.36 19.21 310 60.43 0.24 1032 3006.99 19.21 4 6 300 12 18 900 17.8 21.0 18.44 0.05
3600.0 310 46.55 0.16 1352 187.14 0.36 14809 2749.31 0.24 59653 147843.68 19.21 310 60.43 0.24 1342 3067.42 19.21 4 6 300 16 24 1200 17.6 21.0 18.25 0.08
4500.0 376 46.69 0.16 1728 233.83 0.36 14865 2749.21 0.24 74518 150592.89 19.21 370 60.44 0.24 1712 3127.86 19.21 4 6 300 20 30 1500 17.6 21.0 18.24 0.08
5400.0 356 47.4 0.36 2084 281.23 0.36 15191 8739.23 19.31 89709 159332.12 19.31 352 79.87 19.31 2064 3207.73 19.31 4 6 300 24 36 1800 17.6 21.0 18.24 0.08
6300.0 310 46.56 0.16 2394 327.79 0.36 14879 2776.83 0.24 104588 162108.95 19.31 310 60.86 0.24 2374 3268.59 19.31 4 6 300 28 42 2100 17.6 21.0 18.25 0.07
7200.0 310 46.56 0.16 2704 374.34 0.36 14882 2776.93 0.24 119470 164885.88 19.31 310 60.86 0.24 2684 3329.45 19.31 4 6 300 32 48 2400 17.6 21.0 18.27 0.06
8100.0 376 46.7 0.16 3080 421.05 0.36 14942 2776.85 0.24 134412 167662.73 19.31 370 60.87 0.24 3054 3390.33 19.31 4 6 300 36 54 2700 17.6 21.0 18.27 0.06
9000.0 356 47.4 0.36 3436 468.45 0.36 15215 8740.31 19.27 149627 176403.04 19.31 352 79.98 19.27 3406 3470.31 19.31 4 6 300 40 60 3000 17.6 21.0 18.27 0.06
9900.0 310 46.55 0.16 3746 515.0 0.36 14845 2758.89 0.24 164472 179161.92 19.31 310 60.54 0.24 3716 3530.85 19.31 4 6 300 44 66 3300 17.6 21.0 18.25 0.06
10800.0 310 46.55 0.16 4056 561.55 0.36 14851 2759.0 0.24 179323 181920.92 19.31 310 60.55 0.24 4026 3591.4 19.31 4 6 300 48 72 3600 17.6 21.0 18.17 0.08
11700.0 376 46.69 0.16 4432 608.24 0.36 14911 2758.91 0.24 194234 184679.83 19.31 370 60.56 0.24 4396 3651.95 19.31 4 6 300 52 78 3900 17.6 21.0 18.17 0.08
12600.0 354 47.33 0.36 4786 655.57 0.36 14871 2762.84 0.24 209105 187442.67 19.31 350 60.66 0.24 4746 3712.62 19.31 4 6 300 56 84 4200 17.6 21.0 18.17 0.08
13500.0 310 46.55 0.16 5096 702.12 0.36 14796 2762.71 0.24 223901 190205.37 19.31 310 60.63 0.24 5056 3773.24 19.31 4 6 300 60 90 4500 17.6 21.0 18.16 0.07
14400.0 310 46.55 0.16 5406 748.67 0.36 14797 2762.8 0.24 238698 192968.18 19.31 310 60.63 0.24 5366 3833.87 19.31 4 6 300 64 96 4800 17.6 21.0 18.15 0.07
15300.0 376 46.7 0.16 5782 795.37 0.36 14856 2762.72 0.24 253554 195730.9 19.31 370 60.64 0.24 5736 3894.51 19.31 4 6 300 68 102 5100 17.6 21.0 18.15 0.07
16200.0 354 47.33 0.36 6136 842.7 0.36 14825 2762.12 0.24 268379 198493.02 19.31 350 60.65 0.24 6086 3955.15 19.31 4 6 300 72 108 5400 17.6 21.0 18.15 0.07
17100.0 310 46.55 0.16 6446 889.25 0.36 14786 2753.57 0.24 283165 201246.59 19.31 310 60.43 0.24 6396 4015.59 19.31 4 6 300 76 114 5700 17.6 21.0 18.13 0.07
