# seed = 6, gamma = 0.0, beta = 0.33, dee = 10.0, dcc = 25.0, dec = 1000.0, dsCnd = 150.0, dLocalhost = 0.02, hostBroker = EDGE 
#
# The columns have the following meaning: 
# instant[SECONDS] commCountUploadPartial delaySumUploadPartial[SECONDS] delayMaxUploadPartial[SECONDS] commCountUploadTot delaySumUploadTot[SECONDS] delayMaxUploadTot[SECONDS] commCountDownloadPartial delaySumDownloadPartial[SECONDS] delayMaxDownloadPartial[SECONDS] commCountDownloadTot delaySumDownloadTot[SECONDS] delayMaxDownloadTot[SECONDS] commCountDownloadMaxPartial delaySumDownloadMaxPartial[SECONDS] delayMaxDownloadMaxPartial[SECONDS] commCountDownloadMaxTot delaySumDownloadMaxTot[SECONDS] delayMaxDownloadMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot minTemp maxTemp avgTemp varianceTemp
0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0 17.0 25.0 21.0 0.0
900.0 376 228.16 1.0 376 228.16 1.0 15589 11678.23 1.15 15589 11678.23 1.15 370 319.94 1.04 370 319.94 1.04 211 0 99 211 0 99 18.9 21.0 19.45 0.85
1800.0 356 229.89 1.0 732 458.05 1.0 15876 190249.74 20.99 31465 201927.97 20.99 352 3860.21 20.99 722 4180.16 20.99 211 0 99 422 0 198 18.9 18.9 18.9 0.0
2700.0 310 228.06 1.01 1042 686.11 1.01 15534 11701.49 1.15 46999 213629.46 20.99 310 314.46 1.04 1032 4494.61 20.99 211 0 99 633 0 297 17.7 18.9 18.44 0.03
3600.0 310 228.06 1.01 1352 914.17 1.01 15534 11701.49 1.15 62533 225330.95 20.99 310 314.46 1.04 1342 4809.07 20.99 211 0 99 844 0 396 17.7 18.9 18.24 0.06
4500.0 376 227.89 1.0 1728 1142.06 1.01 15589 11720.23 1.15 78122 237051.18 20.99 370 320.85 1.04 1712 5129.92 20.99 211 0 99 1055 0 495 17.6 18.7 18.23 0.06
5400.0 356 229.9 1.01 2084 1371.96 1.01 15904 18172.84 21.06 94026 255224.02 21.06 352 339.55 21.06 2064 5469.46 21.06 211 0 99 1266 0 594 17.6 18.7 18.23 0.06
6300.0 310 228.07 1.01 2394 1600.03 1.01 15580 11752.76 1.15 109606 266976.79 21.06 310 314.58 1.04 2374 5784.04 21.06 211 0 99 1477 0 693 17.6 18.7 18.23 0.05
7200.0 310 228.07 1.01 2704 1828.09 1.01 15584 11756.22 1.15 125190 278733.01 21.06 310 314.58 1.04 2684 6098.62 21.06 211 0 99 1688 0 792 17.6 18.7 18.25 0.04
8100.0 376 228.21 1.01 3080 2056.3 1.01 15641 11762.23 1.15 140831 290495.23 21.06 370 320.58 1.04 3054 6419.19 21.06 211 0 99 1899 0 891 17.6 18.7 18.25 0.04
9000.0 356 229.9 1.01 3436 2286.2 1.01 15934 18209.49 21.08 156765 308704.72 21.08 352 339.58 21.08 3406 6758.77 21.08 211 0 99 2110 0 990 17.6 18.7 18.25 0.04
9900.0 310 228.06 1.01 3746 2514.26 1.01 15589 11756.05 1.15 172354 320460.77 21.08 310 314.51 1.04 3716 7073.28 21.08 211 0 99 2321 0 1089 17.6 18.7 18.23 0.04
10800.0 310 228.06 1.01 4056 2742.33 1.01 15590 11757.22 1.15 187944 332217.99 21.08 310 314.51 1.04 4026 7387.78 21.08 211 0 99 2532 0 1188 17.6 18.7 18.16 0.05
11700.0 376 228.21 1.01 4432 2970.53 1.01 15649 11762.07 1.15 203593 343980.05 21.08 370 320.51 1.04 4396 7708.29 21.08 211 0 99 2743 0 1287 17.6 18.7 18.16 0.05
12600.0 354 228.84 1.01 4786 3199.37 1.01 15620 11755.18 1.15 219213 355735.23 21.08 350 318.55 1.04 4746 8026.84 21.08 211 0 99 2954 0 1386 17.6 18.7 18.16 0.05
13500.0 310 228.07 1.01 5096 3427.44 1.01 15547 11722.43 1.15 234760 367457.66 21.08 310 314.55 1.04 5056 8341.39 21.08 211 0 99 3165 0 1485 17.6 18.7 18.14 0.05
14400.0 310 228.07 1.01 5406 3655.51 1.01 15544 11721.28 1.15 250304 379178.94 21.08 310 314.55 1.04 5366 8655.93 21.08 211 0 99 3376 0 1584 17.6 18.7 18.14 0.05
15300.0 376 228.21 1.01 5782 3883.72 1.01 15602 11726.13 1.15 265906 390905.08 21.08 370 320.55 1.04 5736 8976.48 21.08 211 0 99 3587 0 1683 17.6 18.7 18.14 0.05
16200.0 354 228.84 1.01 6136 4112.56 1.01 15577 11721.74 1.15 281483 402626.82 21.08 350 318.55 1.04 6086 9295.03 21.08 211 0 99 3798 0 1782 17.6 18.7 18.14 0.05
17100.0 310 228.06 1.01 6446 4340.62 1.01 15541 11714.93 1.15 297024 414341.74 21.08 310 314.47 1.04 6396 9609.5 21.08 211 0 99 4009 0 1881 17.6 18.7 18.12 0.04
18000.0 310 228.06 1.01 6756 4568.67 1.01 15543 11714.92 1.15 312567 426056.66 21.08 310 314.47 1.04 6706 9923.96 21.08 211 0 99 4220 0 1980 17.6 18.7 18.11 0.04
18900.0 376 228.2 1.01 7132 4796.87 1.01 15598 11715.17 1.15 328165 437771.83 21.08 370 320.47 1.04 7076 10244.43 21.08 211 0 99 4431 0 2079 17.6 18.6 18.11 0.04
